repo_name,description,owner,owner_location,topic,url,num_stars,num_forks
Bachelor-Thesis-Textgeneration-TH.OHM,IT-Based textgeneration with the use of NLP methods. A text summarization task is conducted with the amazon fine food review dataset from Kaggle. This task is done by attention and lstm neural networks.,Tim Löhr,Erlangen,"['bachelor-thesis', 'prototype', 'textgeneration', 'nlp', 'attention-mechanism', 'lstm-neural-networks']",https://github.com/Mavengence/Bachelor-Thesis-Textgeneration-TH.OHM.git,1,1
AWS-SageMaker,Machine learning in the cloud with AWS SageMaker.,Timo Meiendresch,Cologne [GER],[],https://github.com/tm1611/AWS-SageMaker.git,1,1
dashboard-master,Vue.js Project that displays live Machine-Learning Prediction Data via Chart.js,Arvid Strauß,Dresden,[],https://github.com/ArvidStrauss/dashboard-master.git,1,0
Clustering-KMeans-Python-IS4861-Assignment,Clustering Assignment of my Course Machine Learning for Business IS4681 as exchange student at the City University of Hongkong.,Tim Löhr,Erlangen,[],https://github.com/Mavengence/Clustering-KMeans-Python-IS4861-Assignment.git,1,0
Supervised-Machine-Learning,Supervised machine learning examples. ,Timo Meiendresch,Cologne [GER],[],https://github.com/tm1611/Supervised-Machine-Learning.git,1,0
CV2DataSetLabeler,Label data sets for machine learning with a customizable UI written in Python CV2,Lukas Sabatschus,Bonn,[],https://github.com/luksab/CV2DataSetLabeler.git,1,0
robot_tracking,Code and documentation for the task of tracking a robot using Computer Vision ,Anirudh NJ,Bonn,"['aruco-markers', 'tracking', 'opencv', 'lego-nxt']",https://github.com/njanirudh/robot_tracking.git,4,0
android-speaker-identification,:iphone: prototypical android app for voice-based user identification on :robot: Loomo by @Segway-Robotics,Vincent Thiele,Dresden,"['hri', 'user-identification', 'adaptability', 'speech-recognition', 'machine-learning', 'neural-network', 'ai', 'android', 'loomo']",https://github.com/vvvt/android-speaker-identification.git,2,1
homer_robot_face,A ros package for visualizing a robot face with different facial expressions,homer,Koblenz,[],https://github.com/homer-robotics/homer_robot_face.git,2,3
Line-Following-Robot-with-Camere-OpenCV-and-PID-mplementation-and-improvin-PID-value-with-AI-,Aim of this project making one Robotic system which can follow line with Camera and this system is going to train itself to find Best PID Value with Mashine learning for each line kind.,Batu Kaan Özen,Ulm area,[],https://github.com/btknzn/Line-Following-Robot-with-Camere-OpenCV-and-PID-mplementation-and-improvin-PID-value-with-AI-.git,2,0
Multi-Body-Dynamics-Engine,"Repository for the course ""Computational Dynamics for Robotics"" at University of Stuttgart",Lucas Rath,Stuttgart,"['university-of-stuttgart', 'multi-body-dynamics', 'physics-engine', 'mechanical-engineering', 'control-engineering', 'simulation', 'modelling']",https://github.com/lucasrm25/Multi-Body-Dynamics-Engine.git,3,3
