repo_name,description,owner,owner_location,topic,url,num_stars,num_forks
tv_script_generation_udacity,A RNN network to produce tv scripts (A project from udacity deep learning nano degree),Aldous Silas,"North York, ON M2M3T6",[],https://github.com/AldousSilas/tv_script_generation_udacity.git,1,0
assembly_instances,robotic construction problem instances,Yijiang Huang,"Cambridge, MA",['robotic-assembly'],https://github.com/yijiangh/assembly_instances.git,1,0
assembly_instances,robotic construction problem instances,Yijiang Huang,"Cambridge, MA",['robotic-assembly'],https://github.com/yijiangh/assembly_instances.git,1,0
beanbagbot,Building a giant bean bag robot,,"Cambridge, MA",[],https://github.com/IzzyBrand/beanbagbot.git,1,0
beanbagbot,Building a giant bean bag robot,,"Cambridge, MA",[],https://github.com/IzzyBrand/beanbagbot.git,1,0
CommandBasedRobot,A test robot using the command template,Central High School,"Manchester, NH",[],https://github.com/Manchester-Central/CommandBasedRobot.git,1,0
CartWalker,A walking robot with 2 legs and a cart.,Kevin Harrington,Worcester MA,[],https://github.com/madhephaestus/CartWalker.git,1,0
awesome-robot-combat,"A list of resources, links, and tips for people who want to building fighting robots.",Iain,Scotland,"['robots', 'fighting-robots', 'robot-combat', 'awesome', 'awesome-list', 'hardware', 'electronics', '3d-design', 'radio-control']",https://github.com/IainIsCreative/awesome-robot-combat.git,1,1
epuckLevyStrategies,This repository contains the webots simulation files for the paper: Efficient quantitative assessment of robot swarms: coverage and targeting Levy strategies,Siobhan Duncan,"Edinburgh, Scotland",[],https://github.com/alaromeny/epuckLevyStrategies.git,1,0
virtual-fluorescence,"Code for: ""Physics-enhanced machine learning for virtualfluorescence microscopy""",Colin Cooke,"Durham, NC",[],https://github.com/clvcooke/virtual-fluorescence.git,2,1
beanify,Machine Learning Jellybean Classifier - Built for HackNotts 2019,Freddy Heppell,Sheffield,[],https://github.com/freddyheppell/beanify.git,2,0
systemsseRology,Machine learning tools for the analysis of systems serology data,Carolin Loos,"Cambridge, MA","['feature-selection', 'model-validation', 'permutation-test', 'partial-least-squares']",https://github.com/LoosC/systemsseRology.git,2,0
mlai,"Machine Learning & Artificial Intelligence for Robotics. HW0: Particle Filter. HW1: A* Algorithm, HW2: LWLR",Maurice Rahme,Cambridge,[],https://github.com/moribots/mlai.git,2,0
CS4780,"Lecture Notes and Scripts for ""Machine Learning for Intelligent Systems"" lecture series.",Richard Dury,Nottingham,[],https://github.com/richardjdury/CS4780.git,2,1
samsi-causalml,Causal Inference Working Group I: Machine Learning Methods for Causal Inference,Jason Poulos,"Durham, NC",[],https://github.com/jvpoulos/samsi-causalml.git,2,0
DataSciBlog,"Implementations of common classifiers, regressors, neural networks, and more from scratch with Python.",Zach B Murphy,"Easton, PA",[],https://github.com/zmurphy93/DataSciBlog.git,1,0
Bike-Sharing,My first project in Udacity Deep learning Nanodegree : Build a neural network from scratch to predict the number of bikeshare users in a given day,,Durham,[],https://github.com/aurora1007/Bike-Sharing.git,1,0
Surrogate-Optimization-using-ANNs,Surrogate Optimization using Artificial Neural Networks ,Tom Savage,Manchester,[],https://github.com/TomRSavage/Surrogate-Optimization-using-ANNs.git,1,0
BeatNet,Predict the BPM of music using neural networks,Will Caine,York,[],https://github.com/djwillcaine/BeatNet.git,1,0
decision_boundary_demo,Matplotlib visualisation of decision boundaries for neural networks,Andreas Grivas,Edinburgh,[],https://github.com/andreasgrv/decision_boundary_demo.git,1,0
nnbias,Exploring the bias in neural networks via random sampling of parameters,Guillermo Valle,Oxford,[],https://github.com/guillefix/nnbias.git,1,1
ML_HandWritten,A Java Neural Network that has been trained to recognize human written single digits,Adrian Shedley,"Perth, Australia",[],https://github.com/TipTaco/ML_HandWritten.git,1,0
cetacean_photogram_api,API for identifying and measuring whales using a convolutional neural network.,Patrick Gray,"Durham, NC",[],https://github.com/patrickcgray/cetacean_photogram_api.git,1,1
NN-ForecastingAndPrediction,Using Neural network to predict Murders / Suicides in Australia during 20th century,liam,Glasgow,[],https://github.com/liamdx/NN-ForecastingAndPrediction.git,1,0
Modelling-C-Elegans-Neural-Network,Analysing the structural and symmetrical properties of C. Elegans neural network in a Jupyter Notebook. ,Thai Nguyen,"Perth, Australia",[],https://github.com/thaingu/Modelling-C-Elegans-Neural-Network.git,1,0
NN-ForecastingAndPrediction,Using Neural network to predict Murders / Suicides in Australia during 20th century,liam,Glasgow,[],https://github.com/liamdx/NN-ForecastingAndPrediction.git,1,0
Wine_Review_Sentiment_Analysis,Compares text reviews of wines and determines if they scored good or bad on associated scores.  Neural network compared against random forest for accuracy.,Mark Ehler,New England,[],https://github.com/MarkEhler/Wine_Review_Sentiment_Analysis.git,1,0
STA561D-project,"Advances in the quality of clinical whole-slide images have enabled the systematic digital recognition of metastatic cancer from pathologic scans. To evaluate the accuracy and efficiency of digital assistance on identifying clinical-relevant samples at different severity, we conducted a study utilizing our deep learning algorithm for the detection of cancer metastasis in small image patches taken from larger digital pathology scans. 220,025 images were assessed in the training and evaluation set, and two models were used to predict the binary labels and compared: 4-layer  \textbf{Convolutional Neural Network (CNN)} and  \textbf{ImageNet pre-trained model}. This study demonstrates the potential of a deep learning algorithm to improve the computer-assisted diagnostic in pathology and clinical care",Xue (Scarlett) Zou,"Durham, NC",[],https://github.com/x811zou/STA561D-project.git,1,0
Machine-Learning,Duke Machine Learning CS 671,Rijish Ganguly,"Durham, NC",[],https://github.com/rijish45/Machine-Learning.git,1,0
Smart-Heap,Machine Learning Augmented Binary Heap Data Structure,Adib Hasan,"Cambridge, Massachusetts","['machine-learning', 'machine-learning-algorithms', 'heap', 'augmented-algorithms']",https://github.com/Neehan/Smart-Heap.git,1,0
Big-Data-Sandbox,Personal sandbox for Big Data and Machine Learning with Docker,Karolishp,Edinburgh,[],https://github.com/KaroliShp/Big-Data-Sandbox.git,1,0
Cancer-Diagnosis-Prediction,"Based on the given set of features such as gene, mutation and text associated with it, the machine learning models would predict the type of cancer that a person would have under 9 classes. ",,"2 Turana Parade, Newcastle, North Lambton, New South Wales 2299, Australia",[],https://github.com/suhasmaddali/Cancer-Diagnosis-Prediction.git,1,0
Quora-Question-Pairs-Similarity,"The problem is about identifying whether a given question already exists in the repository of questions asked in quora. If the given question is similar semantically and the meaning, the machine learning algorithms must accurately identify whether the questions are duplicate of one another. ",,"2 Turana Parade, Newcastle, North Lambton, New South Wales 2299, Australia",[],https://github.com/suhasmaddali/Quora-Question-Pairs-Similarity.git,1,0
Build-a-Basic-ML-Model-for-Text-Classification,"#Build a Basic ML Model for Text Classification #In this notebook, you'll learn how to implement a text classification task using machine learning. #You'll learn to create basic NLP based features that can be created from the text and you'll then test the model on the test data set to evaluate it's performance. #To make things interesting, the task is to build a machine learning model to classify whether a particular tweet is hate speech or not. I'll explain more as you proceed further, so let's start without much ado!  #Table of Contents #About the Dataset #Text Cleaning #Feature Engineering #Train an ML model for Text Classification #Evaluate the ML model #Conclusion #1. About the Dataset #The dataset that you are going to use is of Detecting Hate Speech in people's tweets.  #You can download it from here. Let's load the dataset using pandas and have a quick look at some sample tweets.",Abigail Udo ,Aberdeen,[],https://github.com/abigailudo19/Build-a-Basic-ML-Model-for-Text-Classification.git,1,0
Machine-Learning,ids 705 Machine Learning,Zhuangdie(Alan) Zhou,"Durham, NC",[],https://github.com/zz161/Machine-Learning.git,1,0
MACHINE-LEARNING---ArrhythmiaDetection,Arithmia detection using implemented MACHINE LEARNING from EKG signal,Jordan Maulana,"Gresik, East Java, Indonesia",[],https://github.com/jordanmaulana/MACHINE-LEARNING---ArrhythmiaDetection.git,1,1
Ebay-Price-Predictor,"Building a python based, machine learning enhanced price prediction extending ebay's api",,Cambridge,[],https://github.com/adam7397/Ebay-Price-Predictor.git,1,0
ML-Services-In-Production,Presentation slides and demo code for my SQL Server Machine Learning Services in Production talk.,Kevin Feasel,"Durham, NC",[],https://github.com/feaselkl/ML-Services-In-Production.git,1,0
simulator,Simulating data of a tomato plant and feeding these data through various machine learning algorithms - Currently exposing this repo to the anacropAPI repo.. ,Michael Mc Daid,Belfast,[],https://github.com/DunkeeFunk/simulator.git,1,0
MIT6.036,Introduction to machine learning,Danyun He,"Cambridge, MA",[],https://github.com/DanyunHe/MIT6.036.git,1,3
hands-on-machine-learning,Implementations of code examples in O'Reilly's Hands On Machine Learning book.,Dylan Cutler,"Cambridge, MA",[],https://github.com/DCtheTall/hands-on-machine-learning.git,1,0
graph_theory_machine_learning,(In Progress) Graph optimization to create dynamical network of machine learning models to create a single system capable of analyzing multiple types of data.,Landon Smith,"Cambridge, MA",[],https://github.com/landjbs/graph_theory_machine_learning.git,1,0
deeplearning,"Deep Learning examples from ""Hands-On Machine Learning with Scikit-Learn and TensorFlow""",Leif Azzopardi,Glasgow,[],https://github.com/leifos/deeplearning.git,1,1
Mushroom-SVM,A university coursework for a Big Data module looking at using machine learning algorithms to classify poisonous mushrooms.,Niklas Olsson,Glasgow,[],https://github.com/nolsson151/Mushroom-SVM.git,1,0
Are-We-Friends,Uses machine learning and facebook message data to determine if a message is one that might have been sent by one of my friends.,Landon Smith,"Cambridge, MA",[],https://github.com/landjbs/Are-We-Friends.git,1,0
pynet,A simplistic neural network library written in Python.,Luke Shore-Jones,Liverpool,[],https://github.com/lukeshorejones/pynet.git,1,0
Super-FLI,Satellite neural network game from 2019 UoG comp sci students,Craft Prospect,"Glasgow, Scotland",[],https://github.com/Craft-Prospect/Super-FLI.git,1,0
deep_learning_exercises,Some exercises to understand various kinds of deep neural networks and how they work.,Yamuna Krishnamurthy,"Surrey, England","['deep-neural-networks', 'deep-learning-tutorial', 'convolutional-neural-network', 'keras-tensorflow', 'ipython-notebook']",https://github.com/yamsgithub/deep_learning_exercises.git,1,0
GAN-SwissRoll,A simple generative adversarial neural network using Tensorflow applied on a toy Swiss Roll dataset,Hamid Karimi,"East Lansing, MI 48823",[],https://github.com/hamidkarimi/GAN-SwissRoll.git,1,0
Machine-Learning-and-Data-Science-in-Economics,Implementations of Machine Learning and Data Science Methods in Economics,Banyuwangi 2045,"Banyuwangi, East Java.","['machine-learning', 'data-science', 'economics']",https://github.com/Banyuwangi45/Machine-Learning-and-Data-Science-in-Economics.git,1,0
Distracted-Driver-Detection-using-Machine-Learning-Technique,Course project for CS-539 Machine Learning at WPI ,Vrushabh Desai,"Worcester, MA",[],https://github.com/vrushabhdesai/Distracted-Driver-Detection-using-Machine-Learning-Technique.git,1,0
exoplanet-detection-machine-learning-FINAL,"An attempt to develop a convolutional neural network for the detection of periodic transits to detect exoplanets from Kepler/TESS data using machine learning. Model does not have a high percent accuracy rate, and is prone to error from eclipsing binary data. Made by Zeel Patel:",Zeel Patel,"Cambridge, MA",[],https://github.com/ZeelMPatel/exoplanet-detection-machine-learning-FINAL.git,1,0
aws-robomaker-docker,"AWS RoboMaker is a development, deployment and simulation platform for ROS (Robot Operating System). We explore why Simulating robots on AWS is a big deal, and how you can do it too!",Nathan Glover,"Perth, WA","['aws-robomaker', 'robomaker', 'ros', 'robot-application']",https://github.com/t04glovern/aws-robomaker-docker.git,1,6
zebROS_Nano,ROS control stack for TileRunner robot using a Jetson Nano,The Zebracorns,Durham NC,[],https://github.com/FRC900/zebROS_Nano.git,1,2
3-DOF-Robotic-Arm-Control,"Forward, Inverse, and Velocity Kinematics for a 3 DOF Serial Arm Robot (Matlab)",Noah Parker,"Worcester, MA",[],https://github.com/nparker2020/3-DOF-Robotic-Arm-Control.git,1,0
lineFollowerRobot,PhD project: a closed-loop deep learning paradigm for robot navigation,Sama,Glasgow,[],https://github.com/Sama-Darya/lineFollowerRobot.git,1,0
GOTCHA,A system to tell humans and robots apart ... without compromising on privacy,Mansoor Ahmed-Rengers,Cambridge,[],https://github.com/Mansoor-AR/GOTCHA.git,1,1
home-service-robot,Programmed a home service robot that autonomously maps an environment and navigate to pickup and deliver objects.,Alaa Elobaid,"Glasgow, Scotland",[],https://github.com/alaaobeid/home-service-robot.git,1,0
hextech-mecha-hand,"Full range of motion robotic hand with pressure, position and force sensors for $300 bill of materials.",Calin,Oxford,"['robotics', 'esp32', 'sensors', 'touch', 'leap-motion']",https://github.com/csiz/hextech-mecha-hand.git,1,0
starsailors,The S2-RD Repository for ACORD Robotics http://allianceofdroids.org.au/aod/star-sailors,Liam Arbuckle,"Melbourne/Perth, Australia",[],https://github.com/Gizmotronn/starsailors.git,1,0
TowerOfHanoi,"Robotic System to get a robot to solve a puzzle, using ROS, Python (OpenCV and Numpy)",Guillaume,Oxford,[],https://github.com/Guillaume-Fray/TowerOfHanoi.git,1,1
analogy,System for research of analogy in robot object manipulation,Marcel Zak,University of Aberdeen,[],https://github.com/gandalf15/analogy.git,1,0
Robotic-Process-Automation,Robotic process automation where all the automations are done to increase productivity,Shubham Banerjee,East India,[],https://github.com/ShubhamCoder007/Robotic-Process-Automation.git,1,0
Marty-Swing,Programs and drawings to support blog post on Marty Learns to Ride a Playground Swing for Marty the Robot (www.robotical.io),Rob Dobson,"Edinburgh, Scotland",[],https://github.com/robdobsn/Marty-Swing.git,1,0
Eurobot-2019-In-our-element,Arduino Code used by team 'In our element' for the robot Hector to compete in the Univesity of Southampton Eurobot Final,Matt Edgson,University of Southampton,[],https://github.com/MattEdgson/Eurobot-2019-In-our-element.git,1,0
Deep-Learning-,Face Recognition Software Using Deep Learning Techniques ,Himanshu Jain,"Durham, North Carolina ",[],https://github.com/himanshukj17122000/Deep-Learning-.git,1,0
Image-Colourisation-with-Deep-Learning,"Undergraduate Year 4 Individual Dissertation - ""Deep Learning Methods to Solve the Inverse Problem of Artificial Image Colourisation""",James ,Glasgow,[],https://github.com/conwayjw97/Image-Colourisation-with-Deep-Learning.git,1,0
deep-learning-aerodynamics-magnetic,Just a hobby project that I'm doing in my free time trying to solve the turbulence equations using deep learning and magnetic symmetry...,Jelly,Bristol,[],https://github.com/JellyLovesCoding/deep-learning-aerodynamics-magnetic.git,1,0
CL_RNA_SynthBio,"Code to reproduce Angenent-Mari, N. et al 2020. Deep Learning for RNA Synthetic Biology",lrsoenksen,"Cambridge, MA",[],https://github.com/lrsoenksen/CL_RNA_SynthBio.git,1,0
lineFollowerRobot,PhD project: a closed-loop deep learning paradigm for robot navigation,Sama,Glasgow,[],https://github.com/Sama-Darya/lineFollowerRobot.git,1,0
Bike-Sharing,My first project in Udacity Deep learning Nanodegree : Build a neural network from scratch to predict the number of bikeshare users in a given day,,Durham,[],https://github.com/aurora1007/Bike-Sharing.git,1,0
Final-Project-IMDB-Reviews,UNC Data Analytics Bootcamp Capstone Project: Comparing Deep Learning Models on IMDB Movie Review Sentiment Analysis,Victor Yamaykin,"Durham, NC",[],https://github.com/victoryamaykin/Final-Project-IMDB-Reviews.git,1,3
machine-learning-ios-app,This is an IOS App that utilises a deep learning algorithm to predict the content of pictures,Carlos Guedes,Manchester,[],https://github.com/Guedezz/machine-learning-ios-app.git,1,0
STA561D-project,"Advances in the quality of clinical whole-slide images have enabled the systematic digital recognition of metastatic cancer from pathologic scans. To evaluate the accuracy and efficiency of digital assistance on identifying clinical-relevant samples at different severity, we conducted a study utilizing our deep learning algorithm for the detection of cancer metastasis in small image patches taken from larger digital pathology scans. 220,025 images were assessed in the training and evaluation set, and two models were used to predict the binary labels and compared: 4-layer  \textbf{Convolutional Neural Network (CNN)} and  \textbf{ImageNet pre-trained model}. This study demonstrates the potential of a deep learning algorithm to improve the computer-assisted diagnostic in pathology and clinical care",Xue (Scarlett) Zou,"Durham, NC",[],https://github.com/x811zou/STA561D-project.git,1,0
exoplanet-detection-machine-learning-FINAL,"An attempt to develop a convolutional neural network for the detection of periodic transits to detect exoplanets from Kepler/TESS data using machine learning. Model does not have a high percent accuracy rate, and is prone to error from eclipsing binary data. Made by Zeel Patel:",Zeel Patel,"Cambridge, MA",[],https://github.com/ZeelMPatel/exoplanet-detection-machine-learning-FINAL.git,1,0
MachineLearningSolarSpotter,Machine learning model to spot rooftop solar in aerial imagery ,Branden Barber,"Lincoln, NE",[],https://github.com/bbarber/MachineLearningSolarSpotter.git,1,0
Advanced-Machine-Learning-Reading-Group,Notebooks and tutorials for the advanced machine learning reading group at Glasgow University,Josh Mitton,Glasgow,[],https://github.com/JoshuaMitton/Advanced-Machine-Learning-Reading-Group.git,1,0
Mlang,A source2source compiler for multi-backend machine learning applications.,Foivos Tsimpourlas,Edinburgh,"['compilers', 'c-plus-plus', 'cmake']",https://github.com/fivosts/Mlang.git,1,0
ML_Mozart,Machine learning project to 'compose' a new Piano Sonata,Jay Piamjariyakul,Bristol,[],https://github.com/jpiamjariyakul/ML_Mozart.git,1,0
iotnetlearn,Machine Learning for classifying IoT devices based on network traffic,ricdeez,Perth,[],https://github.com/rdapaz/iotnetlearn.git,1,0
Machine-Learning-Labs,This repository concludes the ideas and thoughts of finishing the Machine Learning and Adaptive Intelligence in University of Sheffield(2019-2020),DoHeras Yang,Sheffield,[],https://github.com/DoHerasYang/Machine-Learning-Labs.git,1,0
classification-template,A template for processing the data before using it for machine learning models ,Himanshu Jain,"Durham, North Carolina ",[],https://github.com/himanshukj17122000/classification-template.git,1,0
classification-template,A template for processing the data before using it for machine learning models ,Himanshu Jain,"Durham, North Carolina ",[],https://github.com/himanshukj17122000/classification-template.git,1,0
ML-book-solutions,My written solutions to the problem sets in the book Machine Learning - A Bayesian and Optimisation Perspective by Sergios Theodoridis,Edwin Fennell,Cambridge,[],https://github.com/Rabbidon/ML-book-solutions.git,1,0
python_ml_course,Python Programming Machine Learning Course,Tim Stevens,Cambridge,[],https://github.com/tjs23/python_ml_course.git,1,1
mlbook,Exercises on Machine Learning from Aurelien Geron book,Rodrigo,"Perth, Australia",[],https://github.com/rodrigodub/mlbook.git,1,1
ebola-imc-code,Source code for the prognostic models in the paper Machine-Learning prognostic models from the 2014-16 Ebola outbreak,Broad Institute,"Cambridge, MA",[],https://github.com/broadinstitute/ebola-imc-code.git,1,0
RNAvirus_ML,Code used in my BSc (Hons) Infectious Diseases Project: 'Characterising Evolutionary Signatures of Host Jumps in RNA Viruses Using Machine Learning',,Edinburgh,[],https://github.com/J-Baxter/RNAvirus_ML.git,1,0
Stock-Prediction,"Group Project for Introduction to Machine Learning, Deng Zhihong, PKU",Zhuo Liu,"Cambridge, MA",[],https://github.com/Zhuo-Liu/Stock-Prediction.git,1,2
PubmedClassifier,"Code for ""Using Machine Learning and Natural Language Processing to Review and Classify the Medical Literature on Cancer Susceptibility Genes""",Yujia Bao,"Cambridge, MA",[],https://github.com/YujiaBao/PubmedClassifier.git,1,0
saifer-surgery,Edinburgh university dual arm software repository - built for exploration into learning methods for safer surgery through robot assistance.,Robust Autonomy and Decisions,Edinburgh,"['robotics', 'surgery', 'ros']",https://github.com/ipab-rad/saifer-surgery.git,4,4
drl-openai-retro,Deep Reinforcement Learning - Open AI Retro,William Prosek,"Port Lincoln, SA, 5606",[],https://github.com/adaptationio/drl-openai-retro.git,1,1
Deep-RL-Cars,Deep Reinforcement Learning with Simulated Cars | Koç University Spring 2018 | Winner Senior Design Project,Akyürek Lab,Cambridge,"['reinforcement-learning', 'dqn', 'deep-learning', 'machine-learning', 'self-driving-car']",https://github.com/akyureklab/Deep-RL-Cars.git,1,1
RL-2019,"I write this repository in order to learn from my good friends and understand reinforcement learning better. I have starred other friends' repository, thanks you so much for encouraging me to study.",Jie CUI,Edinburgh,[],https://github.com/Cuijie12358/RL-2019.git,1,1
2019-FRC-Offseason-Code,ICE Robotics 6419 Code for FRC Offseason 2019,"Innovation, Collaboration, and Excellence Robotics",West Des Moines Community Schools,"['drivetrain', 'arm', 'frc-robot']",https://github.com/ICE-Robotics/2019-FRC-Offseason-Code.git,2,1
mlai,"Machine Learning & Artificial Intelligence for Robotics. HW0: Particle Filter. HW1: A* Algorithm, HW2: LWLR",Maurice Rahme,Cambridge,[],https://github.com/moribots/mlai.git,2,0
Lynxmotion_AL5D,A python program for controlling the Lynxmotion AL5D robotic arm,James Gardner,York,[],https://github.com/JADGardner/Lynxmotion_AL5D.git,2,0
DeepSpace2019Code,Updated robot code for competition (replica of DriveTest),Sam Kriegsman,"East Brunswick, NJ",[],https://github.com/EB-First/DeepSpace2019Code.git,2,0
FetchSlide_DDPG_HER,DDPG + HER implementation in PyTorch for FetchSlide Robot,Akshay Iyer,"Worcester, Massachusetts",[],https://github.com/akshay-iyer/FetchSlide_DDPG_HER.git,2,0
OpenSwarm,"An open-source repository to facilitate Swarm Robotics-related research, produced in collaboration with the D-CYPHER lab of Michigan State University.",Andrew McDonald,"East Lansing, MI",[],https://github.com/andrewmcdonald27/OpenSwarm.git,2,1
final-project-checkers,"A Baxter Robot learns to play Checkers with MoveIt, OpenCV and a custom AI move-generator that uses Minimax with Alpha-Beta Pruning",Maurice Rahme,Cambridge,"['alpha-beta-pruning', 'baxter-robot', 'play-checkers']",https://github.com/moribots/final-project-checkers.git,3,1
